mood_01,mood_02
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
-1.0,-1.0
-0.6666666666666666,-1.0
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
NA,NA
0.6666666666666666,0.6666666666666666
0.0,0.0
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,0.0
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.6666666666666666
1.0,1.0
-0.3333333333333333,0.3333333333333333
0.0,0.3333333333333333
0.0,0.0
0.0,0.6666666666666666
0.0,0.0
-0.3333333333333333,0.0
-1.0,-1.0
0.0,0.0
-0.6666666666666666,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-1.0,-1.0
0.0,0.0
0.6666666666666666,0.3333333333333333
0.3333333333333333,0.0
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,0.0
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
0.6666666666666666,0.6666666666666666
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.3333333333333333
-1.0,-1.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
0.6666666666666666,0.6666666666666666
0.3333333333333333,0.3333333333333333
NA,NA
0.0,0.0
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.6666666666666666
0.0,0.0
0.0,0.3333333333333333
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,0.0
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
NA,NA
-1.0,-1.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.3333333333333333
-0.6666666666666666,-1.0
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
0.6666666666666666,0.3333333333333333
0.3333333333333333,0.3333333333333333
0.3333333333333333,0.3333333333333333
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.3333333333333333
-1.0,-1.0
-0.3333333333333333,0.0
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
0.0,0.0
0.3333333333333333,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
0.0,0.0
-0.3333333333333333,-0.3333333333333333
NA,NA
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
-0.6666666666666666,-1.0
NA,NA
0.0,0.0
-0.3333333333333333,-0.6666666666666666
0.0,0.0
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
0.0,0.0
0.0,0.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-1.0,-1.0
-0.6666666666666666,-1.0
NA,NA
0.0,0.0
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-1.0
NA,NA
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
0.3333333333333333,-0.6666666666666666
0.0,0.0
0.6666666666666666,0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
0.3333333333333333,0.3333333333333333
0.0,0.0
-0.6666666666666666,-0.3333333333333333
0.0,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
0.6666666666666666,0.3333333333333333
0.3333333333333333,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.3333333333333333,0.0
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
0.0,0.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
0.3333333333333333,0.3333333333333333
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.6666666666666666,-0.6666666666666666
0.0,-0.3333333333333333
0.3333333333333333,0.0
-1.0,-0.6666666666666666
-0.6666666666666666,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
1.0,1.0
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-1.0
-0.3333333333333333,-0.6666666666666666
0.0,0.3333333333333333
0.0,-0.3333333333333333
0.0,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.0
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
0.0,0.0
-0.3333333333333333,-0.3333333333333333
0.0,0.0
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.3333333333333333
0.3333333333333333,0.0
NA,NA
0.0,0.0
-0.3333333333333333,0.0
0.0,0.0
0.3333333333333333,-0.6666666666666666
-1.0,-1.0
-0.6666666666666666,-1.0
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,0.0
0.0,0.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
NA,NA
0.3333333333333333,0.0
0.3333333333333333,0.3333333333333333
0.0,0.0
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.3333333333333333
0.0,0.0
0.6666666666666666,0.3333333333333333
0.0,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
NA,NA
0.0,0.0
-0.6666666666666666,-1.0
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
0.3333333333333333,0.0
NA,NA
-0.6666666666666666,-1.0
-0.3333333333333333,-0.3333333333333333
0.0,0.0
-0.3333333333333333,-0.6666666666666666
NA,NA
NA,NA
-1.0,-1.0
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
0.0,-0.3333333333333333
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-1.0
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
0.0,-0.3333333333333333
NA,NA
NA,NA
0.0,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
NA,NA
0.0,0.0
-0.6666666666666666,-0.6666666666666666
0.0,0.0
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
0.0,-0.3333333333333333
NA,NA
NA,NA
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
0.0,0.0
0.0,0.0
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
0.0,0.0
0.3333333333333333,-0.6666666666666666
-0.3333333333333333,0.3333333333333333
NA,NA
0.0,-0.3333333333333333
-1.0,-1.0
1.0,1.0
0.0,0.0
NA,NA
1.0,1.0
0.0,0.0
NA,NA
-0.6666666666666666,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,0.3333333333333333
0.3333333333333333,0.0
NA,NA
0.0,0.0
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-1.0
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
NA,NA
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.0
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
0.0,0.0
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
0.0,0.0
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.3333333333333333,0.0
NA,NA
0.0,-0.3333333333333333
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
0.0,-0.3333333333333333
NA,NA
0.3333333333333333,0.3333333333333333
-0.3333333333333333,-0.6666666666666666
0.0,0.3333333333333333
0.0,0.0
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
0.0,0.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
-0.6666666666666666,-1.0
-1.0,-1.0
0.0,0.0
NA,NA
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
0.6666666666666666,0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
0.3333333333333333,0.0
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.3333333333333333,-0.3333333333333333
NA,NA
0.3333333333333333,0.0
NA,NA
-0.6666666666666666,-0.6666666666666666
0.0,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
-0.6666666666666666,-0.6666666666666666
0.0,-0.3333333333333333
0.0,0.0
0.0,0.0
0.3333333333333333,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
-0.3333333333333333,-0.3333333333333333
NA,NA
-0.6666666666666666,0.3333333333333333
0.3333333333333333,0.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-1.0
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-1.0,-1.0
-1.0,-1.0
0.6666666666666666,0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-1.0,-1.0
-1.0,-0.6666666666666666
-1.0,-1.0
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
0.3333333333333333,-0.3333333333333333
0.6666666666666666,0.3333333333333333
-1.0,-1.0
0.0,-0.3333333333333333
0.0,0.0
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
0.0,0.0
NA,NA
0.0,-0.3333333333333333
-1.0,-1.0
-0.3333333333333333,-0.3333333333333333
0.0,0.0
0.3333333333333333,0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-1.0
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.6666666666666666,-1.0
-0.6666666666666666,-0.6666666666666666
0.0,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
NA,NA
-0.3333333333333333,-0.6666666666666666
0.0,0.0
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-1.0
0.3333333333333333,-1.0
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
0.0,0.0
0.3333333333333333,-0.3333333333333333
0.3333333333333333,0.3333333333333333
-1.0,-1.0
0.3333333333333333,0.3333333333333333
-0.3333333333333333,-0.3333333333333333
NA,NA
0.0,0.0
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
0.0,0.0
NA,NA
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
NA,NA
0.3333333333333333,0.0
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
0.0,0.0
NA,NA
NA,NA
-0.6666666666666666,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
0.0,-0.3333333333333333
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
-0.3333333333333333,0.3333333333333333
NA,NA
-0.6666666666666666,-1.0
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
NA,NA
0.0,-0.3333333333333333
-1.0,-1.0
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
NA,NA
-1.0,-1.0
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.3333333333333333,0.0
-0.3333333333333333,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.3333333333333333
-0.3333333333333333,-0.6666666666666666
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
NA,NA
0.6666666666666666,0.6666666666666666
0.0,0.3333333333333333
NA,NA
NA,NA
0.0,0.0
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.0,0.0
0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
0.0,-0.3333333333333333
0.3333333333333333,0.3333333333333333
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
0.0,0.0
NA,NA
-1.0,-1.0
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
0.0,0.0
NA,NA
NA,NA
NA,NA
0.0,0.0
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
0.0,0.0
NA,NA
NA,NA
0.0,-0.3333333333333333
0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-1.0,-1.0
NA,NA
NA,NA
0.0,0.0
NA,NA
NA,NA
NA,NA
0.0,0.0
NA,NA
0.3333333333333333,0.3333333333333333
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
NA,NA
0.0,-0.3333333333333333
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
NA,NA
0.0,0.0
0.3333333333333333,0.3333333333333333
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
0.0,0.0
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
-1.0,-0.6666666666666666
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
0.3333333333333333,0.0
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
0.0,0.0
NA,NA
NA,NA
0.0,0.0
NA,NA
-1.0,-1.0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.3333333333333333,0.3333333333333333
NA,NA
-1.0,-1.0
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
-1.0,-1.0
NA,NA
NA,NA
0.0,0.0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-1.0,-1.0
-0.6666666666666666,-1.0
NA,NA
NA,NA
NA,NA
NA,NA
0.0,0.0
NA,NA
NA,NA
0.0,-0.3333333333333333
NA,NA
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
-1.0,-1.0
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
NA,NA
0.0,0.0
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
-0.6666666666666666,-0.6666666666666666
-0.6666666666666666,-0.6666666666666666
NA,NA
0.3333333333333333,0.0
NA,NA
0.0,0.0
NA,NA
-0.6666666666666666,-0.6666666666666666
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
-0.6666666666666666,-0.3333333333333333
NA,NA
-0.6666666666666666,-1.0
NA,NA
NA,NA
0.0,-0.3333333333333333
NA,NA
-1.0,-1.0
0.0,0.0
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
0.3333333333333333,0.3333333333333333
NA,NA
NA,NA
NA,NA
-0.3333333333333333,-0.3333333333333333
NA,NA
NA,NA
-0.3333333333333333,-0.6666666666666666
0.0,0.3333333333333333
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
-0.3333333333333333,-0.6666666666666666
0.3333333333333333,0.3333333333333333
-0.3333333333333333,-0.3333333333333333
NA,NA
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.6666666666666666,-0.6666666666666666
0.0,0.0
-0.3333333333333333,-0.6666666666666666
-0.3333333333333333,-0.3333333333333333
-0.6666666666666666,-0.6666666666666666
0.0,0.0
0.3333333333333333,0.0
0.6666666666666666,0.6666666666666666
-0.6666666666666666,-0.3333333333333333
